category,unigram,count
coffee,black,31
coffee,shrimp,31
coffee,set,29
coffee,spicy,29
coffee,fish,28
coffee,pepper,26
coffee,combo,25
coffee,chop,23
coffee,fillet,22
coffee,crispy,20
coffee,bowl,18
coffee,noodle,18
coffee,chinese,17
coffee,soup,17
coffee,egg,16
coffee,rice,14
coffee,seafood,14
coffee,bean,13
coffee,curry,13
coffee,sour,12
coffee,tenderloin,12
coffee,milk,11
coffee,salt,11
coffee,veggie,11
coffee,assorted,10
coffee,stir,10
coffee,tofu,10
coffee,fatty,9
coffee,mushrooms,9
coffee,salad,9
coffee,xo,9
coffee,deep,8
coffee,enoki,8
coffee,mushroom,8
coffee,satay,8
coffee,sweet,8
coffee,teriyaki,8
coffee,vegetable,8
coffee,ca,7
coffee,chow,7
coffee,eggplant,7
coffee,ga,7
coffee,garlic,7
coffee,green,7
beergardens,salad,3
beergardens,egg,2
beergardens,toast,2
beergardens,bacon,1
beergardens,bakehouse,1
beergardens,beans,1
beergardens,beet,1
beergardens,cheese,1
beergardens,chevre,1
beergardens,classic,1
beergardens,cornbread,1
beergardens,english,1
beergardens,farm,1
beergardens,french,1
beergardens,granola,1
beergardens,greens,1
beergardens,grits,1
beergardens,house,1
beergardens,jam,1
beergardens,kale,1
beergardens,mixed,1
beergardens,muffin,1
beergardens,oatmeal,1
beergardens,omelette,1
beergardens,or,1
beergardens,pancakes,1
beergardens,porridge,1
beergardens,quinoa,1
beergardens,roasted,1
beergardens,sandwich,1
beergardens,sausage,1
beergardens,seasonal,1
beergardens,soup,1
beergardens,strata,1
beergardens,tomato,1
beergardens,vegetable,1
beergardens,yogurt,1
sushi,roll,182
sushi,chicken,55
sushi,shrimp,54
sushi,rice,52
sushi,tuna,46
sushi,soup,44
sushi,spicy,44
sushi,sashimi,41
sushi,fried,40
sushi,sushi,36
sushi,beef,32
sushi,salad,31
sushi,salmon,29
sushi,tempura,26
sushi,plate,22
sushi,white,20
sushi,crab,19
sushi,teriyaki,19
sushi,noodle,18
sushi,sauce,17
sushi,seafood,16
sushi,asparagus,15
sushi,combination,15
sushi,egg,15
sushi,tofu,15
sushi,hamachi,14
sushi,sake,14
sushi,tray,14
sushi,dragon,13
sushi,pepper,13
sushi,pork,13
sushi,avocado,12
sushi,vegetable,12
sushi,chow,11
sushi,green,11
sushi,maki,11
sushi,smoothie,11
sushi,sweet,11
sushi,don,10
sushi,ebi,10
sushi,fun,10
sushi,garlic,10
sushi,grilled,10
sushi,lobster,10
sushi,party,10
sushi,scallop,10
sushi,(no,9
sushi,bbq,9
sushi,black,9
sushi,coupons),9
latin,cheese,3
latin,cream,2
latin,cuban,2
latin,pork,2
latin,bbq,1
latin,beans,1
latin,black,1
latin,buffalo,1
latin,chicken,1
latin,corn,1
latin,elote,1
latin,guava,1
latin,mamas,1
latin,nacho,1
latin,nachomale,1
latin,nachos,1
latin,pineapple,1
latin,roasted,1
latin,slow,1
latin,style,1
latin,three,1
divebars,sandwich,7
divebars,filberts,5
divebars,chicken,4
divebars,platter,3
divebars,beans,2
divebars,beer,2
divebars,bread,2
divebars,brisket,2
divebars,cheese,2
divebars,garlic,2
divebars,green,2
divebars,hot,2
divebars,jumbo,2
divebars,pork,2
divebars,ribs,2
divebars,salad,2
divebars,smoked,2
divebars,wings,2
divebars,baby,1
divebars,back,1
divebars,bacon,1
divebars,banana,1
divebars,beef,1
divebars,black,1
divebars,blt,1
divebars,bourbon,1
divebars,butter,1
divebars,cake,1
divebars,candied,1
divebars,candy,1
divebars,cherry,1
divebars,chili,1
divebars,cobbler,1
divebars,coleslaw,1
divebars,corn,1
divebars,cream,1
divebars,delux,1
divebars,dinky,1
divebars,dunkers,1
divebars,empanadas,1
divebars,fresh,1
divebars,fried,1
divebars,fungi,1
divebars,ginger,1
divebars,girlfriend,1
divebars,goat,1
divebars,greens,1
divebars,link,1
divebars,links,1
divebars,louis,1
foodtrucks,cheese,9
foodtrucks,chicken,5
foodtrucks,gino's,5
foodtrucks,fries,4
foodtrucks,steak,4
foodtrucks,taco,4
foodtrucks,butter,3
foodtrucks,crispy,3
foodtrucks,garlic,3
foodtrucks,ginoritos,3
foodtrucks,beef,2
foodtrucks,chicago,2
foodtrucks,chocolate,2
foodtrucks,gym,2
foodtrucks,new,2
foodtrucks,oz.,2
foodtrucks,shoe,2
foodtrucks,trash,2
foodtrucks,(or,1
foodtrucks,**new**,1
foodtrucks,all,1
foodtrucks,aloe,1
foodtrucks,amber's,1
foodtrucks,american,1
foodtrucks,bottled,1
foodtrucks,brownie,1
foodtrucks,can,1
foodtrucks,cheddar,1
foodtrucks,cheeseburger,1
foodtrucks,cheesy,1
foodtrucks,chip,1
foodtrucks,cookie,1
foodtrucks,corned,1
foodtrucks,crystal's,1
foodtrucks,cut,1
foodtrucks,dog,1
foodtrucks,drink,1
foodtrucks,fancy,1
foodtrucks,fatty,1
foodtrucks,favorite,1
foodtrucks,fire,1
foodtrucks,fresh,1
foodtrucks,ginos,1
foodtrucks,grandma,1
foodtrucks,grape,1
foodtrucks,grilled,1
foodtrucks,gryo,1
foodtrucks,gyro,1
foodtrucks,jose,1
foodtrucks,king,1
foodstands,pad,11
foodstands,curry,9
foodstands,thai,7
foodstands,chicken,6
foodstands,plate,6
foodstands,rice,6
foodstands,fried,5
foodstands,basil,3
foodstands,crab,3
foodstands,ginger,3
foodstands,panang,3
foodstands,spicy,3
foodstands,vegetable,3
foodstands,beef,2
foodstands,cashew,2
foodstands,egg,2
foodstands,ewe,2
foodstands,green,2
foodstands,iced,2
foodstands,leaves,2
foodstands,massaman,2
foodstands,rangoon,2
foodstands,rolls,2
foodstands,see,2
foodstands,steamed,2
foodstands,tofu,2
foodstands,blanket,1
foodstands,bodhi,1
foodstands,bottled,1
foodstands,broccoli,1
foodstands,brown,1
foodstands,catfish,1
foodstands,chef,1
foodstands,clay,1
foodstands,coffee,1
foodstands,crispy,1
foodstands,garlic,1
foodstands,grilled,1
foodstands,herbal,1
foodstands,honey,1
foodstands,jasmine,1
foodstands,kai,1
foodstands,kha,1
foodstands,khee,1
foodstands,lard,1
foodstands,lemongrass,1
foodstands,mao,1
foodstands,na,1
foodstands,noodle,1
foodstands,noodles,1
musicvideo,sandwich,13
musicvideo,burger,9
musicvideo,chicken,9
musicvideo,salad,9
musicvideo,cheese,4
musicvideo,mac,4
musicvideo,chick,3
musicvideo,chili,3
musicvideo,fried,3
musicvideo,mushroom,3
musicvideo,reggie,3
musicvideo,tacos,3
musicvideo,baked,2
musicvideo,blt,2
musicvideo,burrito,2
musicvideo,cream,2
musicvideo,en,2
musicvideo,fries,2
musicvideo,fuego,2
musicvideo,ice,2
musicvideo,steak,2
musicvideo,tots,2
musicvideo,veggie,2
musicvideo,`n`cheese,1
musicvideo,abita,1
musicvideo,apple,1
musicvideo,bacon,1
musicvideo,bbq,1
musicvideo,beans,1
musicvideo,beef,1
musicvideo,beer,1
musicvideo,bottled,1
musicvideo,boy,1
musicvideo,bread,1
musicvideo,breaded,1
musicvideo,brother,1
musicvideo,brownie,1
musicvideo,buffalo,1
musicvideo,build,1
musicvideo,bull,1
musicvideo,caesar,1
musicvideo,cajun,1
musicvideo,caps,1
musicvideo,carlissimo,1
musicvideo,catfish,1
musicvideo,char,1
musicvideo,chopped,1
musicvideo,chorizo,1
musicvideo,classic,1
musicvideo,day,1
musicvenues,sandwich,13
musicvenues,burger,9
musicvenues,chicken,9
musicvenues,salad,9
musicvenues,cheese,4
musicvenues,mac,4
musicvenues,chick,3
musicvenues,chili,3
musicvenues,fried,3
musicvenues,mushroom,3
musicvenues,reggie,3
musicvenues,tacos,3
musicvenues,baked,2
musicvenues,blt,2
musicvenues,burrito,2
musicvenues,cream,2
musicvenues,en,2
musicvenues,fries,2
musicvenues,fuego,2
musicvenues,ice,2
musicvenues,steak,2
musicvenues,tots,2
musicvenues,veggie,2
musicvenues,`n`cheese,1
musicvenues,abita,1
musicvenues,apple,1
musicvenues,bacon,1
musicvenues,bbq,1
musicvenues,beans,1
musicvenues,beef,1
musicvenues,beer,1
musicvenues,bottled,1
musicvenues,boy,1
musicvenues,bread,1
musicvenues,breaded,1
musicvenues,brother,1
musicvenues,brownie,1
musicvenues,buffalo,1
musicvenues,build,1
musicvenues,bull,1
musicvenues,caesar,1
musicvenues,cajun,1
musicvenues,caps,1
musicvenues,carlissimo,1
musicvenues,catfish,1
musicvenues,char,1
musicvenues,chopped,1
musicvenues,chorizo,1
musicvenues,classic,1
musicvenues,day,1
convenience,salad,6
convenience,sandwich,4
convenience,bread,2
convenience,chicken,2
convenience,platters,2
convenience,roll,2
convenience,tuna,2
convenience,wheat,2
convenience,boxed,1
convenience,caesar,1
convenience,cheese,1
convenience,dog,1
convenience,garden,1
convenience,greek,1
convenience,hot,1
convenience,lunches,1
convenience,meat,1
convenience,pumpernickel,1
convenience,rye,1
convenience,specialty,1
convenience,veggie,1
convenience,white,1
convenience,wrap,1
whiskeybars,bbq,4
whiskeybars,shrimp,3
whiskeybars,brisket,2
whiskeybars,chicken,2
whiskeybars,pork,2
whiskeybars,pulled,2
whiskeybars,salad,2
whiskeybars,slider,2
whiskeybars,trio,2
whiskeybars,add:\nblackened,1
whiskeybars,blackened,1
whiskeybars,cheese,1
whiskeybars,fries,1
whiskeybars,garden,1
whiskeybars,greek,1
whiskeybars,grilled,1
whiskeybars,loaded,1
whiskeybars,mac,1
whiskeybars,mac-n-cheese,1
whiskeybars,mini-quesadillas,1
whiskeybars,nachos,1
whiskeybars,ribs,1
whiskeybars,salmon,1
whiskeybars,sampler,1
whiskeybars,smoked,1
whiskeybars,special,1
whiskeybars,supreme,1
whiskeybars,taco,1
streetvendors,oz.,2
streetvendors,bottled,1
streetvendors,can,1
streetvendors,chicken,1
streetvendors,cup,1
streetvendors,drink,1
streetvendors,elote,1
streetvendors,fruit,1
streetvendors,horchata,1
streetvendors,limon,1
streetvendors,mixed,1
streetvendors,paletas,1
streetvendors,piece,1
streetvendors,soda,1
streetvendors,taco,1
streetvendors,tostadas,1
streetvendors,wings,1
cuban,cheese,3
cuban,cream,2
cuban,cuban,2
cuban,pork,2
cuban,bbq,1
cuban,beans,1
cuban,black,1
cuban,buffalo,1
cuban,chicken,1
cuban,corn,1
cuban,elote,1
cuban,guava,1
cuban,mamas,1
cuban,nacho,1
cuban,nachomale,1
cuban,nachos,1
cuban,pineapple,1
cuban,roasted,1
cuban,slow,1
cuban,style,1
cuban,three,1

​
